"id" "refers"
"785" "Fred Hemmes, Sr." 5
"786" "Dewas Junction railway station" 48
"787" "Austria Formula 3 Cup" 25
"788" "Hodent" 186
"789" "Dyscheralcis" 0
"790" "UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase" 1
"791" "Le Fief-Sauvin" 366
"792" "Kim Hyun-jung (singer)" 23
"793" "Paul Cook (author)" 8
"794" "Conference of Badasht" 20
"795" "Mirza Quraish Shikoh" 0
"796" "Flash Art" 83
"797" "Rothenburgsort station" 18
"798" "Lise Tremblay" 6
"799" "Guadalajara Intendency" 1
"800" "Miletus (mythology)" 17
"801" "1948 in Israeli film" 79
"802" "Anton von Gumppenberg" 4
"803" "Harvey B. Dodworth" 2
"804" "Critics' Choice Movie Award for Best Actress in an Action Movie" 66
"805" "Frank Tyson" 101
"806" "Kasperi Salo" 9
"807" "Badljevica" 4
"808" "List of MLS Cup winning head coaches" 33
"809" "Okey Ndibe" 11
"810" "Xu Jiankun" 20
"811" "Diplomatics" 101
"812" "Instructions of Amenemhat" 13
"813" "Nagasaka" 114
"814" "Sales (surname)" 1
"815" "Lielmemele Manor" 176
"816" "Warwick Road (Chesterfield County)" 1
"817" "Nuthall Temple" 9
"818" "Publius Valerius Laevinus" 18
"819" "List of renamed cities and municipalities of the Philippines" 99
"820" "Airwide Solutions" 7
"821" "Empress Ju (Xue Ju)" 4
"822" "Ichibata Electric Railway" 18
"823" "Inlaws & Outlaws" 0
"824" "1354 in Ireland" 175
"825" "Civilization V: Brave New World" 45
"826" "List of hieroglyphs/E" 30
"827" "Night of the Living Homeless" 24
"828" "2011 Bulgaria antiziganist protests" 3
"829" "Roman Catholic Diocese of Metz" 222
"830" "The Problem of Slavery in Western Culture" 36
"831" "Lobogenesis magdalenana" 1
"832" "Chita State Academy of Medicine" 1
"833" "Peter Dierks House" 28
"834" "Sarana Chatushtai" 3
"835" "Dholidhaja Dam" 17
"836" "Voula Zouboulaki" 10
"837" "Punch (cigar)" 7
"838" "Cervecería Centro Americana" 4
"839" "Louis Veuillot" 114
"840" "2012 state petitions for secession" 4
"841" "Nonka" 310
"842" "Igor Soloshenko" 2
"843" "Holmium(III) chloride" 6
"844" "Pyrgiscus abrardi" 2
"845" "Uprising (novel)" 21
"846" "Albert Elmore" 46
"847" "Live in Belfast" 3
"848" "Grizzly (Kings Dominion)" 32
"849" "Gail Karp" 5
"850" "Barnettown, West Virginia" 62
"851" "Teichosporella" 1
"852" "Mohamed Nazeeh" 2
"853" "Hannie van Leeuwen" 3
"854" "Shatrunjaya" 21
"855" "Meinl Percussion" 47
"856" "Salmanabad, Markazi" 141
"857" "Liv Tyler" 581
"858" "The Canon of Medicine" 256
"859" "C15H22O5" 0
"860" "For the Birds (film)" 212
"861" "Flick (2000 film)" 5
"862" "Goat prairie" 9
"863" "NCAA Men's Division II Indoor Track and Field Championships" 227
"864" "Suspicion (Terry Stafford song)" 37
"865" "Corral Hollow Pass" 5
"866" "Dagara, Baleswar" 22
"867" "Manchester City Council election, 2015" 471
"868" "Patrick Walker (MI5 officer)" 6
"869" "Green Alternative Ecologist Party of Peru" 137
"870" "Cheekye River" 8
"871" "Mark Gosling" 27
"872" "Wójcin, Lower Silesian Voivodeship" 28
"873" "PuLiRuLa" 10
"874" "Despedida (Julieta Venegas song)" 31
"875" "Only Human Remains" 2
"876" "National Tidal and Sea Level Facility" 4
"877" "Gavin Rain" 2
"878" "Page (South Korean band)" 2
"879" "Ferndale Dairies" 0
"880" "Blijdorp district" 92
"881" "Renzo Picasso" 2
"882" "Freedom Come-All-Ye" 8
"883" "Mathematical finance" 456
"884" "Krasniewo, Masovian Voivodeship" 65
"885" "Select Conversations with an Uncle" 122
"886" "Finlayson's squirrel" 79
"887" "Henry Lumley" 19
"888" "Pavillon 21 MINI Opera Space" 1
"889" "Terry Lee (baseball)" 62
"890" "Gesher Theater" 17
"891" "Czerwona Niwa" 46
"892" "Shundi (fictional kingdom)" 0
"893" "26th Connecticut Infantry Regiment" 2
"894" "Tire code" 25
"895" "Raoul Heilbronner" 1
"896" "Hollywood Stock Exchange" 15
"897" "Kaplica, Swietokrzyskie Voivodeship" 22
"898" "Chronological list of Albanian classical composers" 48
"899" "Chirala (Assembly constituency)" 182
"900" "Games of Texas" 171
"901" "Al-Gawhara Palace" 48
"902" "Psarka" 1
"903" "Cycling at the 2015 European Games – Women's road race" 20
"904" "Sächsische Staatskanzlei" 6
"905" "Billabong Sanctuary" 19
"906" "Disabled (poem)" 34
"907" "Christopher Murphy (designer)" 4
"908" "Too Much Johnson" 101
"909" "Thomas's Oldfield mouse" 8
"910" "Henry Chetwynd-Talbot, 18th Earl of Shrewsbury" 59
"911" "Theophilus Redwood" 7
"912" "Andreas Stenschke" 8
"913" "Pilea pollicaris" 2
"914" "Pires do Rio Microregion" 15
"915" "Thikkodi" 4
"916" "American River" 292
"917" "AFC Professional Coaching Diploma" 2
"918" "Randolph Township, Dakota County, Minnesota" 79
"919" "I Have a Dream (song)" 167
"920" "Duane Larson" 14
"921" "C. Kesavan" 25
"922" "Fagan v Metropolitan Police Comr" 9
"923" "Zooman Sam" 27
"924" "Alecton discoidalis" 16
"925" "Randy Gregg (musician)" 86
"926" "Jean-Philippe Grand" 13
"927" "Early to Bed (song)" 2
"928" "Chelyadnins" 6
"929" "Britta Martin" 4
"930" "161st New York State Legislature" 298
"931" "Shlomo HaKohen of Greece" 3
"932" "Draško Kneževic" 11
"933" "Lysimachia foemina" 6
"934" "Winslow, West Virginia" 58
"935" "List of Hungarian monarchs" 406
"936" "In the Twilight" 3
"937" "Hole Patrol" 12
"938" "Sir Horace Mann, 1st Baronet" 41
"939" "E. W. Montgomery Cotton Warehouse" 1
"940" "Jack Geddes (curler)" 2
"941" "White Horse Inn (Broadway version)" 1
"942" "List of human genes" 15
"943" "Gabe Gauthier" 34
"944" "Kaushik Menon (singer)" 0
"945" "Division of Burke (1949–55)" 76
"946" "Calle 7 (season 12)" 1
"947" "Sir John Davie, 1st Baronet" 12
"948" "Stepen" 3
"949" "Stuart Abbot" 2
"950" "Sadak-Arjuni taluka" 2
"951" "Hua Sui" 31
"952" "Warren Murphy" 22
"953" "David Newman (radio host)" 2
"954" "1988 World Doubles Championships – Doubles" 2
"955" "Jabara Williams" 15
"956" "Göteborgs IF" 13
"957" "The Marshmallow Overcoat" 5
"958" "East Lancs Myllennium Lowlander" 59
"959" "List of football clubs in Finland – N" 29
"960" "Aidomaggiore" 92
"961" "Wormie" 69
"962" "Voltage controller" 67
"963" "Tajabad-e Kohneh" 366
"964" "Crystal King (band)" 10
"965" "Hokey Fright" 24
"966" "Campylospermum" 3
"967" "General Electric YJ101" 129
"968" "Agrotis spinifera" 38
"969" "Maldives at the Commonwealth Games" 84
"970" "MV Coruisk" 14
"971" "Veracruz salamander" 3
"972" "Oliver McGee" 1
"973" "Dizzy in Greece" 23
"974" "Andy Myers" 47
"975" "Moonshine Valley, New Zealand" 1
"976" "Common sandpiper" 285
"977" "Échenevex" 425
"978" "Danny Guinane" 4
"979" "And That's the Truth" 3
"980" "História trágico-marítima" 4
"981" "Brade<U+0219>ti gas field" 234
"982" "KWSC" 16
"983" "P. J. Tracy" 16
"984" "Fun Down There" 7
"985" "Lake Fenton High School" 6
"986" "Rosita Quintana" 22
"987" "B. S. Potter" 2
"988" "Guangzhou Zhujiang Brewery Group" 54
"989" "WXCF (AM)" 32
"990" "Harold Brooks-Baker" 8
"991" "Faith: A Holiday Album" 45
"992" "1815 in poetry" 44
"993" "Susan Saint James" 240
"994" "Water Lilies (film)" 29
"995" "MiniGrail" 34
"996" "Overlook (Little Falls, New York)" 6
"997" "Seigi Nakamura" 5
"998" "205th Independent Infantry Brigade (Home)" 7
"999" "The Devil's Mask" 57
"1000" "Aguiguan reed warbler" 4
"1001" "South Wales Miners' Industrial Union" 1
"1002" "Barry Dudleston" 66
"1003" "Lithuanian Development Agency" 2
"1004" "Okyeame Kwame" 10
"1005" "Douglas Razzano" 38
"1006" "Ben Line Agencies" 24
"1007" "2000–01 Portland Trail Blazers season" 91
"1008" "Lust (Jelinek novel)" 21
"1009" "Chalupki, Radomsko County" 29
"1010" "Sumbha and Nisumbha" 28
"1011" "Harald Sverdrup (oceanographer)" 51
"1012" "Gustav Schäfer (rower)" 27
"1013" "United Nations Security Council Resolution 967" 77
"1014" "University of Upper Alsace" 152
"1015" "Embrace the End" 14
"1016" "Caudron C.430 Rafale" 72
"1017" "Stewart Castle" 6
"1018" "Stephen L Richards" 183
"1019" "Closer to the Source" 5
"1020" "Offendorf" 533
"1021" "Ova A. Kelley" 5
"1022" "List of rare flora of the Esperance Plains region" 1
"1023" "Houston Texas Temple" 27
"1024" "Thomas Tyner" 9
"1025" "Roundabout interchange" 131
"1026" "Direct mode" 16
"1027" "Bhairab Naach" 52
"1028" "Huehuetlán el Chico" 219
"1029" "Lauren Bercovitch" 4
"1030" "Ruddington railway station" 75
"1031" "Bob Barr (footballer)" 3
"1032" "Eduardo González" 57
"1033" "List of county routes in Hampshire County, West Virginia" 26
"1034" "The Jellys" 7
"1035" "Melica geyeri" 2
"1036" "Windmills in the Channel Islands" 162
"1037" "Zhang Ting (Paralympic athlete)" 10
"1038" "Laurent Desjardins" 40
"1039" "Paco, Manila" 220
"1040" "Stadtschlaining" 50
"1041" "Skeleton Canyon Shootout" 76
"1042" "Best of Grim Reaper" 2
"1043" "Sungan" 157
"1044" "L'Ora" 15
"1045" "Richard Luman" 14
"1046" "Trolleybuses in Quito" 12
"1047" "Silver City, North Carolina" 14
"1048" "Sphaerophoropsis" 1
"1049" "Chang-Hong Art Gallery" 0
"1050" "Laforey" 0
"1051" "Lake Wobegon Days" 31
"1052" "MESUR" 350
"1053" "Kokernot Field" 19
"1054" "George Dundas" 61
"1055" "Haseena Moin" 144
"1056" "Csaba Kertész" 2
"1057" "Gladys Castelvecchi" 2
"1058" "College of the Holy Cross" 1118
"1059" "Adobe Font Development Kit for OpenType" 3
"1060" "Maraini" 0
"1061" "Saucier, Mississippi" 32
"1062" "The Academy (TV series)" 13
"1063" "Daphnia magna" 20
"1064" "Dhamne S.Bailur" 1110
"1065" "Eucharassus chemsaki" 1
"1066" "Krystal Forgesson" 75
"1067" "Gryllus bimaculatus" 18
"1068" "Ambrosini S.7" 29
"1069" "Megachile sikkimi" 1
"1070" "Ch'uch'u Apachita" 5
"1071" "Verite Film Festival (Kashmir)" 0
"1072" "Velilla de San Antonio" 4
"1073" "Sarah Siddons Award" 50
"1074" "Q & A with Dean Martin" 15
"1075" "List of University of Canberra people" 1
"1076" "Ice palace" 66
"1077" "Linch" 103
"1078" "Howling Bells discography" 9
"1079" "List of Chuggington episodes" 52
"1080" "Orcon Internet Limited" 24
"1081" "Poet Laureate of the United Kingdom" 212
"1082" "Crompton Corporation" 11
"1083" "Al Mansura District" 11
"1084" "Mieczyslaw Garsztka" 11
"1085" "Demon Box (book)" 20
"1086" "SS Athenia" 55
"1087" "Arshaq District" 300
"1088" "Patrick Hannon" 18
"1089" "1971–72 Bundesliga" 248
"1090" "Bill Russell (baseball)" 175
"1091" "Jajce Fortress" 31
"1092" "De'an County" 132
"1093" "Semantic heterogeneity" 11
"1094" "Marco Aulbach" 28
"1095" "Lupo-class frigate" 75
"1096" "Benjamin Mophatlane" 3
"1097" "Georgiana Spencer, Countess Spencer" 23
"1098" "Dormers Wells" 37
"1099" "Seventy-First High School" 10
"1100" "Everything Happens to Me (album)" 151
"1101" "Quintero Unido" 2
"1102" "West Springs, Calgary" 204
"1103" "Celebrate Brooklyn!" 15
"1104" "Cat Greenleaf" 5
"1105" "Rhegminornis" 2
"1106" "2015 Ron Massey Cup" 77
"1107" "Alain Côté (ice hockey, born 1967)" 37
"1108" "St John the Evangelist's Church, Cambridge" 5
"1109" "Krama Yudha Tiga Berlian" 16
"1110" "Shared web hosting service" 72
"1111" "List of telenovelas of TV Azteca" 51
"1112" "Aidan Meehan" 0
"1113" "Kangur (surname)" 2
"1114" "Island arc" 221
"1115" "Birmingham Coal Company" 5
"1116" "State of Buenos Aires" 107
"1117" "Cape Expedition" 7
"1118" "Mary Love" 8
"1119" "Gonophore" 9
"1120" "Systems on Silicon Manufacturing Co. Pte. Ltd." 2
"1121" "Ciurlac River" 2
"1122" "Lindsay Mendez" 15
"1123" "Lombard regional election, 1990" 30
"1124" "Carrillo (crater)" 6
"1125" "Libraries and collections of Stonyhurst College" 10
"1126" "Attorney-General of Queensland" 128
"1127" "Sport climbing" 316
"1128" "South Carolina Highway 51" 25
"1129" "Qatayef" 17
"1130" "1900 Galveston hurricane" 264
"1131" "Sevrei, Ömnögovi" 17
"1132" "Claudia Eder" 11
"1133" "Reign" 285
"1134" "Przybkowo, Walcz County" 58
"1135" "Project 57" 107
"1136" "Wu Chengzhang" 2
"1137" "Kautokeino rebellion" 20
"1138" "GLI1" 786
"1139" "Yasuzo Masumura" 48
"1140" "WGCV" 38
"1141" "National Reserve Corps" 5
"1142" "Botrychiaceae" 3
"1143" "Ephedrine" 1591
"1144" "Lapino railway station" 2
"1145" "EN 206-1" 1
"1146" "Metagrypa" 3
"1147" "1993 World Championships in Athletics – Women's 1500 metres" 86
"1148" "300 Club" 0
"1149" "Business Nashville" 4
"1150" "What is America?" 1
"1151" "Angus Beck" 3
"1152" "Jesse Gress" 25
"1153" "History of Albany, New York" 232
"1154" "Plans and Disguises" 1
"1155" "Cheshmeh-ye Mohammad Beygi Dam Run" 549
"1156" "Jules Gressier" 11
"1157" "Canadian federal election, 1940" 662
"1158" "Moonlight Bay" 26
"1159" "HIV/AIDS in Nigeria" 175
"1160" "Nunamiut" 24
"1161" "Levi Borgstrom" 2
"1162" "Võlla, Saare County" 54
"1163" "Prime ministerial government" 2
"1164" "Makombo massacre" 14
"1165" "Wagoner Tribune" 2
"1166" "Riverton Parke Junior-Senior High School" 5
"1167" "Franz Scheidies" 900
"1168" "FKBP1B" 17
"1169" "Cuza Voda, Constan<U+021B>a" 77
"1170" "Bianca Beauchamp" 13
"1171" "Obstetric transition" 2
"1172" "1912 Australia rugby union tour of Canada and the U.S." 75
"1173" "Penny Nichols" 9
"1174" "Ranuccio I Farnese, Duke of Parma" 117
"1175" "Ambahikily" 85
"1176" "Chiaquelane" 3
"1177" "Michael Townsend Smith" 6
"1178" "Capital punishment in Ireland" 192
"1179" "Emanuele Appiani" 5
"1180" "Lotten von Kræmer" 9
"1181" "CBC Tower (Mont-Carmel)" 8
"1182" "Shell, Wyoming" 35
"1183" "RFD-TV" 142
"1184" "Totness Airstrip" 6
"1185" "Tasmanophlebi lacuscoerulei" 3
"1186" "Anna Wills" 132
"1187" "Komarno, Lower Silesian Voivodeship" 8
"1188" "Samuel R. McKelvie National Forest" 62
"1189" "Terry O'Connor (rugby league)" 119
"1190" "Swimming at the 2012 Summer Paralympics – Men's 400 metre freestyle S12" 89
"1191" "Colin Tunnicliffe" 9
"1192" "Marcus Ulpius Leurus" 1
"1193" "The African Queen (novel)" 39
"1194" "Cochin Refineries School" 84
"1195" "Sondogo" 310
"1196" "Adolfo Escobar Jardinez" 1
"1197" "Leslie Libman" 71
"1198" "Silence (TV series)" 13
"1199" "Shirva, Iran" 117
"1200" "Forest Mage" 5
"1201" "Rice House (Bentonville, Arkansas)" 3
"1202" "Calosima helicae" 1
"1203" "1st Airborne Division (United Kingdom)" 393
"1204" "Jeff Spek" 4
"1205" "Troublegum" 52
"1206" "Greg Hartley" 8
"1207" "Baltimore Flower Mart" 0
"1208" "Niederlauer" 40
"1209" "Zoë Buckman" 1
"1210" "Geological Survey of Western Australia" 12
"1211" "Hyperaeschra" 1
"1212" "Sulcus limitans" 105
"1213" "Morus alba" 78
"1214" "Flat Islands, Bonavista Bay, Newfoundland and Labrador" 5
"1215" "Arenas Blancas Lighthouse" 3
"1216" "Intoxicative inhalant" 921
"1217" "Argu Tagh" 57
"1218" "Short-Term Memories" 2
"1219" "Alfred Johannot" 2
"1220" "USS McCook (DD-496)" 76
"1221" "Veterinary surgery" 193
"1222" "Mauss" 3
"1223" "Mitti Wajaan Maardi" 11
"1224" "Hammer Smashed Face" 35
"1225" "Barikeh" 204
"1226" "Gastrolobium melanopetalum" 2
"1227" "Patnagarh (Odisha Vidhan Sabha constituency)" 16
"1228" "M. Bhaktavatsalam" 61
"1229" "Martonca River" 4
"1230" "Samuel Holdheim" 21
"1231" "Sacred Ridge" 3
"1232" "Hashim Ridha" 11
"1233" "Latin Grammy Awards of 2010" 144
"1234" "Zablocie, Silesian Voivodeship" 163
"1235" "Salamat Utarbayev" 8
"1236" "Al Harewood" 46
"1237" "Bathtub gin" 12
"1238" "South African Music Award for Group or Duo of the Year" 2
"1239" "Franklandia" 3
"1240" "The Bible Code (book)" 13
"1241" "Bexley City School District" 2
"1242" "Batticaloa Line" 54
"1243" "List of geological phenomena" 9
"1244" "Optica (journal)" 3
"1245" "Hugh Thornton" 2
"1246" "Masaaki Itokawa" 6
"1247" "Eulepidotis primulina" 1
"1248" "Hoolulu" 8
"1249" "Earthquake Weather (novel)" 9
"1250" "Andrew Krystal" 9
"1251" "Carl Asaba" 64
"1252" "1836 Naval Air Squadron" 227
"1253" "Combeite" 2
"1254" "Sabine Pass Lighthouse" 14
"1255" "Mir-84 microRNA precursor family" 0
"1256" "Habaiyeh" 217
"1257" "Frantic Films" 18
"1258" "Heary" 0
"1259" "Winsford Urban District" 3
"1260" "Alessandro Capra" 1
"1261" "Climate state" 12
"1262" "Ikeda Mitsumasa" 12
"1263" "KUAU" 4
"1264" "List of United States federal legislation" 495
"1265" "Lifelong Learning Programme 2007–2013" 44
"1266" "Iwate Nippo" 7
"1267" "Rebuild the Wall" 38
"1268" "Guan County, Shandong" 152
"1269" "Holubla" 22
"1270" "Norm Hitzges" 119
"1271" "Izé" 261
"1272" "Isang Ugat, Isang Dugo" 21
"1273" "2008 in Norwegian television" 43
"1274" "Fontaine-la-Guyon" 402
"1275" "Mingo Wilderness" 156
"1276" "Daniel Czepko von Reigersfeld" 4
"1277" "Small Soviet Encyclopedia" 9
"1278" "Cardiff, Maryland" 55
"1279" "Tingri County" 231
"1280" "Neptis carlsbergi" 2
"1281" "Telenordia" 3
"1282" "Caracol River (Tocantins)" 3
"1283" "Selaginella" 264
"1284" "KTPL" 55
"1285" "Daryna Apanaschenko" 37
"1286" "Srinivas Institute of Medical Sciences and Research Centre" 3
"1287" "Donegal Times" 102
"1288" "Gary Kuehn" 5
"1289" "GIS and public health" 3
"1290" "1974 All-Ireland Senior Club Hurling Championship Final" 90
"1291" "Shop-Rite" 29
"1292" "Snap!" 265
"1293" "List of administrative divisions of Shanxi" 164
"1294" "Giuseppe Gonzaga, Duke of Guastalla" 41
"1295" "Opencola (company)" 17
"1296" "Air Creation iXess" 13
"1297" "GPR63" 481
"1298" "William Cockburn (cricketer)" 3
"1299" "Venkatasubba Reddy" 2
"1300" "University of California Museum of Paleontology" 116
"1301" "John Manners, 4th Earl of Rutland" 29
"1302" "Nicolás Amodio" 16
"1303" "Shiva Shankar" 34
"1304" "Peter Morris (surgeon)" 18
"1305" "Canute, Duke of Estonia" 16
"1306" "Gun-Free Schools Act of 1994" 1
"1307" "1988 Jordan League" 64
"1308" "Sarum Chase" 6
"1309" "CKWM-FM" 5
"1310" "Aïn Soltane, Aïn Defla" 70
"1311" "Jewish history" 1346
"1312" "Canadian Society of Clinical Chemists" 46
"1313" "Tom Bailey (author)" 5
"1314" "Development and Education Programme for Daughters and Communities" 4
"1315" "Royal Hungarian Army" 93
"1316" "Curanilahue" 71
"1317" "Bioproducts" 25
"1318" "1999 Singapore Challenge" 3
"1319" "2003 UCI Track Cycling World Championships – Women's points race" 18
"1320" "HMCS Shediac (K110)" 202
"1321" "Gaetano L. Vincitorio" 7
"1322" "François Maynard" 33
"1323" "Claude Mulot" 11
"1324" "Pseudoscorpion" 165
"1325" "Mid-Columbia Medical Center" 62
"1326" "Hu Xijin" 2
"1327" "Laurence Jackson School" 134
"1328" "Gmina Orchowo" 39
"1329" "Stuart Golabek" 22
"1330" "Pietro Linari" 82
"1331" "List of universities in Slovenia" 82
"1332" "Charles Dollé" 6
"1333" "1994 Italian Open – Men's Singles" 8
"1334" "Owzun Qeshlaq" 189
"1335" "Syracuse Law Review" 6
"1336" "Husebybakken (station)" 151
"1337" "Crepidodera digna" 12
"1338" "Declaration of the Breakdown of Chile’s Democracy" 1
"1339" "Siegmund Hurwitz" 1
"1340" "Walter Hamilton Dickson" 10
"1341" "Staffan I. Lindberg" 0
"1342" "2012 African Swimming Championships" 5
"1343" "Wyckoff positions" 3
"1344" "Jean-Yves Pellerin" 1
"1345" "West Bengal Highway Development Corporation" 0
"1346" "Abu-l-Qasim Ahmad ibn al-Husayn ibn Qasi" 9
"1347" "Tinia" 28
"1348" "Valse-Scherzo (Tchaikovsky)" 80
"1349" "Milan Milutinovic" 53
"1350" "Hellenic Army General Staff" 132
"1351" "Hayat TV (Turkey)" 3
"1352" "List of mayors of Fort Lauderdale, Florida" 12
"1353" "John B. Frisbee" 1
"1354" "Charlie Chester" 40
"1355" "The Violet Burning" 19
"1356" "Mahamat Alhadj" 2
"1357" "Wilfred Fienburgh" 14
"1358" "Almoster" 192
"1359" "Edward Magruder Tutwiler" 3
"1360" "Marchantiophyta" 845
"1361" "Kalinchowk" 58
"1362" "Biorepository" 8
"1363" "Marecka Kolej Dojazdowa" 4
"1364" "Dingiri Bandara Welagedara" 56
"1365" "Psalm of communal lament" 2
"1366" "Al-Kass Sports Channel" 23
"1367" "Uganda Game and Fisheries Department" 5
"1368" "Lao People's Armed Forces" 329
"1369" "León Villa" 31
"1370" "Ministère AMER" 8
"1371" "Calamity Jane (album)" 62
"1372" "God Eater (franchise)" 1
"1373" "99 Ways to Tell a Story: Exercises in Style" 4
"1374" "Chadwick C-122" 3
"1375" "Celestine Damiano" 30
"1376" "Constantin von Economo" 17
"1377" "Frasier (season 1)" 182
"1378" "Gustave Huberdeau" 17
"1379" "Kiatisuk Senamuang" 149
"1380" "Ataúlfo Sánchez" 1
"1381" "Expedition of Ka’b ibn 'Umair al-Ghifari" 188
"1382" "Shiroi Station" 16
"1383" "Fighting platform" 10
"1384" "John O. Pastore" 186
"1385" "Glenn van Geldorp" 0
"1386" "Allium aflatunense" 90
"1387" "Sin Piedad (2003)" 217
"1388" "Chronicle of Alfonso III" 23
"1389" "Sir John A Macdonald Junior High School" 5
"1390" "The Rod of Seven Parts (novel)" 3
"1391" "Solano Thunderbirds" 3
"1392" "Chapman State Park" 233
"1393" "Garcibarrigoa" 1
"1394" "James Delaney (mayor)" 34
"1395" "Mohamed Ali Riad" 4
"1396" "SpikeOut Tournament" 1
"1397" "P3O" 3
"1398" "Padmapur" 102
"1399" "Bug Lake" 1
"1400" "Empirion" 13
"1401" "Fire boss" 4
"1402" "Paula Seling" 302
"1403" "North Booval, Queensland" 81
"1404" "Russia women's national floorball team" 48
"1405" "Udege language" 28
"1406" "1997 in Portuguese television" 30
"1407" "Paul White (journalist)" 65
"1408" "Rich Raddon" 3
"1409" "Wind component chart" 0
"1410" "Eucereon nebulosum" 1
"1411" "Merei" 104
"1412" "Archaeopacha" 1
